     1	       3.884149
     2	       4.532536
     3	       4.886409
     4	       5.222644
     5	       6.764211
     6	       7.683276
     7	       8.772110
     8	       9.475709
     9	      10.045805
    10	      10.316265
    11	      10.408794
    12	      10.431960
    13	      10.437751
    14	      10.439091
    15	      10.439422
    16	      10.439499
    17	      10.439517
    18	      10.439522
    19	      10.439523
    20	      10.439523
    21	      10.439523
    22	      10.439523
    23	      10.439523
    24	      10.439523
    25	      10.439523
    26	      10.439523
    27	      10.439523
    28	      10.439523
    29	      10.439523
    30	      10.439523
    31	      10.439523
    32	      10.439523
    33	      10.439523
    34	      10.439523
    35	      10.439523
    36	      10.439523
    37	      10.439523
    38	      10.439523
    39	      10.439523
    40	      10.439523
    41	      10.439523
    42	      10.439523
    43	      10.439523
    44	      10.439523
    45	      10.439523
    46	      10.439523
    47	      10.439523
    48	      10.439523
    49	      10.439523
    50	      10.439523
    51	      10.439523
    52	      10.439523
    53	      10.439523
    54	      10.439523
    55	      10.439523
    56	      10.439523
    57	      10.439523
    58	      10.439523
    59	      10.439523
    60	      10.439523
    61	      10.439523
    62	      10.439523
    63	      10.439523
    64	      10.439523
    65	      10.439523
    66	      10.439523
    67	      10.439523
    68	      10.439523
    69	      10.439523
    70	      10.439523
    71	      10.439523
    72	      10.439523
    73	      10.439523
    74	      10.439523
    75	      10.439523
    76	      10.439523
    77	      10.439523
    78	      10.439523
    79	      10.439523
    80	      10.439523
    81	      10.439523
    82	      10.439523
    83	      10.439523
    84	      10.439523
    85	      10.439523
    86	      10.439523
    87	      10.439523
    88	      10.439523
    89	      10.439523
    90	      10.439523
    91	      10.439523
    92	      10.439523
    93	      10.439523
    94	      10.439523
    95	      10.439523
    96	      10.439523
    97	      10.439523
    98	      10.439523
    99	      10.439523
   100	      10.439523
   101	      10.439523
   102	      10.439523
   103	      10.439523
   104	      10.439523
   105	      10.439523
   106	      10.439523
   107	      10.439523
   108	      10.439523
   109	      10.439523
   110	      10.439523
   111	      10.439523
   112	      10.439523
   113	      10.439523
   114	      10.439523
   115	      10.439523
   116	      10.439523
   117	      10.439523
   118	      10.439523
   119	      10.439523
   120	      10.439523
   121	      10.439523
   122	      10.439523
   123	      10.439523
   124	      10.439523
   125	      10.439523
   126	      10.439523
   127	      10.439523
   128	      10.439523
   129	      10.439523
   130	      10.439523
   131	      10.439523
   132	      10.439523
   133	      10.439523
   134	      10.439523
   135	      10.439523
   136	      10.439523
   137	      10.439523
   138	      10.439523
   139	      10.439523
   140	      10.439523
   141	      10.439523
   142	      10.439523
   143	      10.439523
   144	      10.439523
   145	      10.439523
   146	      10.439523
   147	      10.439523
   148	      10.439523
   149	      10.439523
   150	      10.439523
   151	      10.439523
   152	      10.439523
   153	      10.439523
   154	      10.439523
   155	      10.439523
   156	      10.439523
   157	      10.439523
   158	      10.439523
   159	      10.439523
   160	      10.439523
   161	      10.439523
   162	      10.439523
   163	      10.439523
   164	      10.439523
   165	      10.439523
   166	      10.439523
   167	      10.439523
   168	      10.439523
   169	      10.439523
   170	      10.439523
   171	      10.439523
   172	      10.439523
   173	      10.439523
   174	      10.439523
   175	      10.439523
   176	      10.439523
   177	      10.439523
   178	      10.439523
   179	      10.439523
   180	      10.439523
   181	      10.439523
   182	      10.439523
   183	      10.439523
   184	      10.439523
   185	      10.439523
   186	      10.439523
   187	      10.439523
   188	      10.439523
   189	      10.439523
   190	      10.439523
   191	      10.439523
   192	      10.439523
   193	      10.439523
   194	      10.439523
   195	      10.439523
   196	      10.439523
   197	      10.439523
   198	      10.439523
   199	      10.439523
   200	      10.439523
   201	      10.439523
   202	      10.439523
   203	      10.439523
   204	      10.439523
   205	      10.439523
   206	      10.439523
   207	      10.439523
   208	      10.439523
   209	      10.439523
   210	      10.439523
   211	      10.439523
   212	      10.439523
   213	      10.439523
   214	      10.439523
   215	      10.439523
   216	      10.439523
   217	      10.439523
   218	      10.439523
   219	      10.439523
   220	      10.439523
   221	      10.439523
   222	      10.439523
   223	      10.439523
   224	      10.439523
   225	      10.439523
   226	      10.439523
   227	      10.439523
   228	      10.439523
   229	      10.439523
   230	      10.439523
   231	      10.439523
   232	      10.439523
   233	      10.439523
   234	      10.439523
   235	      10.439523
   236	      10.439523
